4O.SA02,2025-02-15T10:41:40.709000Z,2025-02-15T10:41:41.739000Z,1.4338385318224189e-06
TX.PB36,2025-02-15T10:41:42.130000Z,2025-02-15T10:41:44.190000Z,3.387366809722968e-08
TX.PB39,2025-02-15T10:41:43.610000Z,2025-02-15T10:41:46.735000Z,1.7890105472154335e-07
TX.PB26,2025-02-15T10:41:42.807000Z,2025-02-15T10:41:45.307000Z,1.030828818247205e-07
4O.CV01,2025-02-15T10:41:44.520000Z,2025-02-15T10:41:48.235000Z,6.230464513426654e-08
TX.PB35,2025-02-15T10:41:42.170000Z,2025-02-15T10:41:44.090000Z,4.83263614327223e-08
TX.PECS,2025-02-15T10:41:48.295000Z,2025-02-15T10:41:54.730000Z,2.7181112120002605e-08
TX.PB34,2025-02-15T10:41:43.980000Z,2025-02-15T10:41:47.150000Z,1.6243124096218107e-07
4O.NGL02,2025-02-15T10:42:01.385000Z,2025-02-15T10:42:17.395000Z,7.767664119902736e-09
TX.PB01,2025-02-15T10:41:54.440000Z,2025-02-15T10:42:05.310000Z,1.1662512030433748e-08
TX.PB05,2025-02-15T10:41:59.810000Z,2025-02-15T10:42:14.600000Z,8.657931357363535e-09
TX.PB38,2025-02-15T10:41:42.440000Z,2025-02-15T10:41:44.390000Z,7.710282047151957e-08
4O.SA07,2025-02-15T10:41:43.763000Z,2025-02-15T10:41:46.593000Z,3.072091672225818e-08
TX.PB23,2025-02-15T10:41:43.135000Z,2025-02-15T10:41:45.475000Z,7.870158453834079e-08
TX.PB43,2025-02-15T10:41:47.030000Z,2025-02-15T10:41:51.920000Z,7.753622832172914e-08
4O.NGL01,2025-02-15T10:42:02.929000Z,2025-02-15T10:42:19.429000Z,6.0566873035034975e-09
4O.WB05,2025-02-15T10:41:47.982500Z,2025-02-15T10:41:53.292500Z,5.3829884612439525e-08
TX.PB12,2025-02-15T10:41:49.900000Z,2025-02-15T10:41:56.615000Z,5.604874217323397e-08
TX.PB31,2025-02-15T10:41:44.720000Z,2025-02-15T10:41:47.560000Z,2.4011874829838003e-07
TX.PB20,2025-02-15T10:41:44.541000Z,2025-02-15T10:41:46.571000Z,4.7803044312006004e-08
TX.PB28,2025-02-15T10:41:44.460000Z,2025-02-15T10:41:46.290000Z,5.3595792780295505e-08
2025-02-15T10:53:21.945294Z,31.67392,-104.20798,7.0,1.2185
4O.SA06,2025-02-15T10:53:24.031000Z,2025-02-15T10:53:25.901000Z,2.014144342794542e-07
4O.NGL01,2025-02-15T10:53:42.979000Z,2025-02-15T10:53:58.729000Z,4.710101885613514e-09
TX.PB11,2025-02-15T10:53:27.580000Z,2025-02-15T10:53:31.930000Z,4.8185042539900215e-08
TX.PB31,2025-02-15T10:53:25.230000Z,2025-02-15T10:53:27.830000Z,3.8123025562010134e-07
TX.PB34,2025-02-15T10:53:24.910000Z,2025-02-15T10:53:27.270000Z,2.8079664759488684e-07
TX.PB26,2025-02-15T10:53:24.427000Z,2025-02-15T10:53:26.427000Z,2.2281610017784462e-07
TX.PB20,2025-02-15T10:53:24.761000Z,2025-02-15T10:53:27.001000Z,9.314457456064697e-08
4O.CT01,2025-02-15T10:53:26.545000Z,2025-02-15T10:53:30.075000Z,6.619458078009445e-08
4O.SA02,2025-02-15T10:53:23.489000Z,2025-02-15T10:53:24.749000Z,3.82536951882294e-07
TX.PB36,2025-02-15T10:53:25.760000Z,2025-02-15T10:53:28.690000Z,4.610339672125242e-08
4O.CV01,2025-02-15T10:53:25.960000Z,2025-02-15T10:53:28.940000Z,9.674806722058193e-08
TX.PB23,2025-02-15T10:53:24.405000Z,2025-02-15T10:53:26.235000Z,1.6287997790651836e-07
TX.PB38,2025-02-15T10:53:25.950000Z,2025-02-15T10:53:28.910000Z,2.798076702487513e-08
4O.WW01,2025-02-15T10:53:27.355000Z,2025-02-15T10:53:31.345000Z,1.2621429907200507e-07
4O.SA04,2025-02-15T10:53:24.097000Z,2025-02-15T10:53:25.487000Z,1.3216029786091487e-07
TX.PB39,2025-02-15T10:53:24.755000Z,2025-02-15T10:53:26.625000Z,2.607440167761257e-07
TX.PB24,2025-02-15T10:53:25.673000Z,2025-02-15T10:53:28.153000Z,7.092738885127603e-08
